id,collection,dc.contributor.advisor,dc.contributor.advisor[],dc.contributor.affiliation[-],dc.contributor.author,dc.contributor.author[-],dc.contributor.author[],dc.contributor.author[fr],dc.contributor.author[none],dc.date.issued,dc.date.issued[-],dc.date.issued[],dc.date.issued[en_US],dc.date.issued[fr],dc.date.issued[fr_FR],dc.date.issued[none],dc.description.abstract[en],dc.description.abstract[en_US],dc.description.abstract[fr],dc.description.abstract[fr_FR],dc.description[-],dc.description[en],dc.description[en_US],dc.description[fr],dc.description[fr_FR],dc.format.extent,dc.format.extent[],dc.format.mimetype,dc.format.mimetype[],dc.identifier.citation[-],dc.identifier.citation[],dc.identifier.citation[en],dc.identifier.citation[fr],dc.identifier.citation[none],dc.identifier.doi,dc.identifier.doi[],dc.identifier.issn,dc.identifier.issn[-],dc.identifier.issn[],dc.identifier.uri,dc.identifier.uri[],dc.language.iso[-],dc.language.iso[],dc.language.iso[en],dc.language.iso[en_US],dc.language.iso[fr],dc.language.iso[fr_FR],dc.publisher[],dc.publisher[en],dc.publisher[en_US],dc.publisher[fr],dc.publisher[fr_FR],dc.relation.ispartof[-],dc.relation.ispartof[],dc.relation.ispartof[en],dc.relation.ispartof[en_US],dc.relation.ispartof[fr],dc.relation.ispartofseries,dc.relation.ispartofseries[-],dc.relation.ispartofseries[],dc.rights,dc.rights[-],dc.rights[],dc.source,dc.source[-],dc.source[],dc.source[en_US],dc.source[fr],dc.source[fr_FR],dc.source[none],dc.subject.other[fr],dc.subject[],dc.subject[en],dc.subject[fr],dc.title.alternative[en],dc.title[en],dc.title[en_US],dc.title[fr],dc.title[fr_FR],dc.type[-],dc.type[],dc.type[en],dc.type[en_US],dc.type[fr],dc.type[fr_FR]
43093,2042/46966,La Météorologie,,,,,,,,,,,1998,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.4267/2042/47044,,2107-0830,,,,http://hdl.handle.net/2042/47044,,,,fr,,,,,"Société météorologique de France, Paris (FRA)",,,,,,,,La Météorologie,,,Accès libre avec barrière mobile 2 ans - Licence d'utilisation : http://irevues.inist.fr/utilisation,,,,,,,"La Météorologie [ISSN 0026-1181], 1998, Série 8, N° 21 ; p. 80-123",,,,,,,,,,Autres rubriques,,,,,Article,,
49985,2042/46966,La Météorologie,,,,,,,"Renaut, Didier",,,,,,,1998,,,,,,,,,,,,,,,,,,"Renaut, Didier ; Echos, La Météorologie, 1998, N° 21 ; p. 80-84",https://doi.org/10.4267/2042/54500,,2107-0830,,,http://hdl.handle.net/2042/54500,,,,,fr,,,,,,Association Météo et Climat,,,,,Rubrique : Echos,,La Météorologie,,,Accès libre avec barrière mobile 2 ans - Licence d'utilisation : http://irevues.inist.fr/utilisation,,,,,,,,,"La Météorologie [ISSN 0026-1181], 1998, Série , N° 21 ; p. 80-84",,,,,,,,Echos,,,,,Article,,
49986,2042/46966,La Météorologie,,,,,,,,,,,,,,1998,,,,,,,,,,,,,,,,,,"Annonces, La Météorologie, 1998, N° 21 ; p. 89-92",,,2107-0830,,,,http://hdl.handle.net/2042/54501,,,,fr,,,,,,Association Météo et Climat,,,,,Rubrique : Annonces,,La Météorologie,,,Accès libre avec barrière mobile 2 ans - Licence d'utilisation : http://irevues.inist.fr/utilisation,,,,,,,,,"La Météorologie [ISSN 0026-1181], 1998, Série , N° 21 ; p. 89-92",,,,,,,,Annonces,,,,,Article,,
49987,2042/46966,La Météorologie,,,,,,,"Hontarrède, Michel",,,,,,,1998,,,,,,,,,,,,,,,,,,"Hontarrède, Michel ; Découvrons la météorologie, La Météorologie, 1998, N° 21 ; p. 93-93",https://doi.org/10.4267/2042/54502,,2107-0830,,,http://hdl.handle.net/2042/54502,,,,,fr,,,,,,Association Météo et Climat,,,,,Rubrique : Lu pour vous,,La Météorologie,,,Accès libre avec barrière mobile 2 ans - Licence d'utilisation : http://irevues.inist.fr/utilisation,,,,,,,,,"La Météorologie [ISSN 0026-1181], 1998, Série , N° 21 ; p. 93-93",,,,,,,,Découvrons la météorologie,,,,,Article,,
49988,2042/46966,La Météorologie,,,,,,,"Gillet, Marc",,,,,,,1998,,,,,,,,,,,,,,,,,,"Gillet, Marc ; Satellite meteorology, an introduction, La Météorologie, 1998, N° 21 ; p. 94-95",https://doi.org/10.4267/2042/54503,,2107-0830,,,http://hdl.handle.net/2042/54503,,,,,fr,,,,,,Association Météo et Climat,,,,,Rubrique : Lu pour vous,,La Météorologie,,,Accès libre avec barrière mobile 2 ans - Licence d'utilisation : http://irevues.inist.fr/utilisation,,,,,,,,,"La Météorologie [ISSN 0026-1181], 1998, Série , N° 21 ; p. 94-95",,,,,,"Satellite meteorology, an introduction",,,,,,,Article,,
49989,2042/46966,La Météorologie,,,,,,,"Javelle, Jean-Pierre",,,,,,,1998,,,,,,,,,,,,,,,,,,"Javelle, Jean-Pierre ; Ouvrages, La Météorologie, 1998, N° 21 ; p. 96-99",,https://doi.org/10.4267/2042/54504,2107-0830,,,,http://hdl.handle.net/2042/54504,,,,fr,,,,,,Association Météo et Climat,,,,,Rubrique : Vient de paraître,,La Météorologie,,,Accès libre avec barrière mobile 2 ans - Licence d'utilisation : http://irevues.inist.fr/utilisation,,,,,,,,,"La Météorologie [ISSN 0026-1181], 1998, Série , N° 21 ; p. 96-99",,,,,,,,Ouvrages,,,,,Article,,
49990,2042/46966,La Météorologie,,,,,,,"Donguy, Patrick",,,,,,,1998,,,,,,,,,,,,,,,,,,"Donguy, Patrick ; Catastrophe en indonésie, La Météorologie, 1998, N° 21 ; p. 100-100",https://doi.org/10.4267/2042/54505,,2107-0830,,,http://hdl.handle.net/2042/54505,,,,,fr,,,,,,Association Météo et Climat,,,,,Rubrique : Les photos du mois,,La Météorologie,,,Accès libre avec barrière mobile 2 ans - Licence d'utilisation : http://irevues.inist.fr/utilisation,,,,,,,,,"La Météorologie [ISSN 0026-1181], 1998, Série , N° 21 ; p. 100-100",,,,,,,,Catastrophe en indonésie,,,,,Article,,
49991,2042/46966,La Météorologie,,,,,,,"Donguy, Patrick",,,,,,,1998,,,,,,,,,,,,,,,,,,"Donguy, Patrick ; Cyclone sur le Bangladesh, La Météorologie, 1998, N° 21 ; p. 101-101",https://doi.org/10.4267/2042/54506,,2107-0830,,,http://hdl.handle.net/2042/54506,,,,,fr,,,,,,Association Météo et Climat,,,,,Rubrique : Les photos du mois,,La Météorologie,,,Accès libre avec barrière mobile 2 ans - Licence d'utilisation : http://irevues.inist.fr/utilisation,,,,,,,,,"La Météorologie [ISSN 0026-1181], 1998, Série , N° 21 ; p. 101-101",,,,,,,,Cyclone sur le Bangladesh,,,,,Article,,
49992,2042/46966,La Météorologie,,,,,,,,,,,,,,1998,,,,,,,,,,,,,,,,,,"Septembre 1997, La Météorologie, 1998, N° 21 ; p. 102-106",https://doi.org/10.4267/2042/54507,,2107-0830,,,http://hdl.handle.net/2042/54507,,,,,fr,,,,,,Association Météo et Climat,,,,,Rubrique : Résumé climatique,,La Météorologie,,,Accès libre avec barrière mobile 2 ans - Licence d'utilisation : http://irevues.inist.fr/utilisation,,,,,,,,,"La Météorologie [ISSN 0026-1181], 1998, Série , N° 21 ; p. 102-106",,,,,,,,Septembre 1997,,,,,Article,,
49993,2042/46966,La Météorologie,,,,,,,"Donguy, Patrick",,,,,,,1998,,,,,,,,,,,,,,,,,,"Donguy, Patrick ; Cumulonimbus sur l’Amérique du sud, La Météorologie, 1998, N° 21 ; p. 107-108",https://doi.org/10.4267/2042/54508,,2107-0830,,,http://hdl.handle.net/2042/54508,,,,,fr,,,,,,Association Météo et Climat,,,,,Rubrique : Les photos du mois,,La Météorologie,,,Accès libre avec barrière mobile 2 ans - Licence d'utilisation : http://irevues.inist.fr/utilisation,,,,,,,,,"La Météorologie [ISSN 0026-1181], 1998, Série , N° 21 ; p. 107-108",,,,,,,,Cumulonimbus sur l’Amérique du sud,,,,,Article,,
49994,2042/46966,La Météorologie,,,,,,,,,,,,,,1998,,,,,,,,,,,,,,,,,,"Octobre 1997, La Météorologie, 1998, N° 21 ; p. 109-114",https://doi.org/10.4267/2042/54509,,2107-0830,,,http://hdl.handle.net/2042/54509,,,,,fr,,,,,,Association Météo et Climat,,,,,Rubrique : Résumé climatique,,La Météorologie,,,Accès libre avec barrière mobile 2 ans - Licence d'utilisation : http://irevues.inist.fr/utilisation,,,,,,,,,"La Météorologie [ISSN 0026-1181], 1998, Série , N° 21 ; p. 109-114",,,,,,,,Octobre 1997,,,,,Article,,
49995,2042/46966,La Météorologie,,,,,,,"Donguy, Patrick",,,,,,,1998,,,,,,,,,,,,,,,,,,"Donguy, Patrick ; Cyclone en Polynésie française, La Météorologie, 1998, N° 21 ; p. 115-116",https://doi.org/10.4267/2042/54510,,2107-0830,,,http://hdl.handle.net/2042/54510,,,,,fr,,,,,,Association Météo et Climat,,,,,Rubrique : Les photos du mois,,La Météorologie,,,Accès libre avec barrière mobile 2 ans - Licence d'utilisation : http://irevues.inist.fr/utilisation,,,,,,,,,"La Météorologie [ISSN 0026-1181], 1998, Série , N° 21 ; p. 115-116",,,,,,,,Cyclone en Polynésie française,,,,,Article,,
49996,2042/46966,La Météorologie,,,,,,,,,,,,,,1998,,,,,,,,,,,,,,,,,,"Novembre 1997, La Météorologie, 1998, N° 21 ; p. 117-122",https://doi.org/10.4267/2042/54511,,2107-0830,,,http://hdl.handle.net/2042/54511,,,,,fr,,,,,,Association Météo et Climat,,,,,Rubrique : Résumé climatique,,La Météorologie,,,Accès libre avec barrière mobile 2 ans - Licence d'utilisation : http://irevues.inist.fr/utilisation,,,,,,,,,"La Météorologie [ISSN 0026-1181], 1998, Série , N° 21 ; p. 117-122",,,,,,,,Novembre 1997,,,,,Article,,
65051,2042/46967,,,,,,"Roux, Frank",,,,,1998,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.4267/2042/70601,,,2107-0830,,http://hdl.handle.net/2042/70601,,fr,,,,,,"Société météorologique de France, Paris (FRA)",,,,,,,,,,,La Météorologie,,,Accès libre avec barrière mobile 2 ans - Licence d'utilisation : http://irevues.inist.fr/utilisation,,,"La Météorologie [ISSN 0026-1181], 1998, Série , N° 22 ; p.83-84",,,,,,,,,,Human impacts on weather and climate,,,,,,Article,,,
65050,2042/46967,,,,,,"Javelle, Jean-Pierre",,,,,1998,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.4267/2042/70600,,,2107-0830,,http://hdl.handle.net/2042/70600,,fr,,,,,,"Société météorologique de France, Paris (FRA)",,,,,,,,,,,La Météorologie,,,Accès libre avec barrière mobile 2 ans - Licence d'utilisation : http://irevues.inist.fr/utilisation,,,"La Météorologie [ISSN 0026-1181], 1998, Série , N° 22 ; p.81-82",,,,,,,,,,Prévoir le temps en 10 leçons,,,,,,Article,,,
65049,2042/46967,,,,,,"Renaut, Didier",,,,,1998,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.4267/2042/70599,,,2107-0830,,http://hdl.handle.net/2042/70599,,fr,,,,,,"Société météorologique de France, Paris (FRA)",,,,,,,,,,,La Météorologie,,,Accès libre avec barrière mobile 2 ans - Licence d'utilisation : http://irevues.inist.fr/utilisation,,,"La Météorologie [ISSN 0026-1181], 1998, Série , N° 22 ; p.73-80",,,,,,,,,,Echos,,,,,,Article,,,
65048,2042/46967,,,,,,,,,,,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,2107-0830,,http://hdl.handle.net/2042/70598,,fr,,,,,,"Société météorologique de France, Paris (FRA)",,,,,,,,,,,La Météorologie,,,Accès libre avec barrière mobile 2 ans - Licence d'utilisation : http://irevues.inist.fr/utilisation,,,"La Météorologie [ISSN 0026-1181], 1998, Série , N° 22 ; p.",,,,,,,,,,Annonces,,,,,,Article,,,
65047,2042/46967,,,,,,"Tournier, Michel",,,,,1998,,,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.4267/2042/70597,,,2107-0830,,http://hdl.handle.net/2042/70597,,fr,,,,,,"Société météorologique de France, Paris (FRA)",,,,,,,,,,,La Météorologie,,,Accès libre avec barrière mobile 2 ans - Licence d'utilisation : http://irevues.inist.fr/utilisation,,,"La Météorologie [ISSN 0026-1181], 1998, Série , N° 22 ; p.65-70",,,,,,,,,,Les Météores (Extraits),,,,,,Article,,,
43094,2042/46967,La Météorologie,,,,,,,,,,,1998,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.4267/2042/47045,,2107-0830,,,,http://hdl.handle.net/2042/47045,,,,fr,,,,,"Société météorologique de France, Paris (FRA)",,,,,,,,La Météorologie,,,Accès libre avec barrière mobile 2 ans - Licence d'utilisation : http://irevues.inist.fr/utilisation,,,,,,,"La Météorologie [ISSN 0026-1181], 1998, Série 8, N° 22 ; p. 1-13",,,,,,,,,,"Sommaire, Editorial, La vie de la SMF",,,,,Article,,
43095,2042/46967,La Météorologie,,"Météo-France École nationale de la météorologie (ENM) et Centre national de recherches météorologiques (CNRM, Game-URA 1357 du CNRS) 42, avenue Gaspard-Coriolis, 31057 ToulouseToulouseAubièrePalaiseauSaint-Quentin, VélizyToulouseParisParisVilleneuve-d'Ascq, FRAFRAFRAFRAFRAFRAFRAFRAFRA",,"Chalon, Jean-Pierre||André, M.||Brenguier, J.-L.||Druilhet, A.||Gayet, J.-F.||Flamant, P.||Guillemet, B.||Hauser, D.||Kerr, Yann||Pelon, J.||Ravaut, M.||Tanré, D.",,,,,,,1998,,,,"We are planning to replace the French airplanes used for atmospheric research and remote sensing, and we wish to describe some of the current systems (aircraft, instrumentation and data processing) and give some examples of their use. The last part of the article looks the future. It is a summary of proposals made by the Scientific Committee for Atmospheric and Remote Sensing Research Aircraft of future needs, and infers the specifications required for the future aircraft and their instrumentation.",,"Alors que nous sommes en train de planifier le remplacement des avions français utilisés par la communauté scientifique en recherche atmosphérique et en télédétection, nous avons voulu présenter un état des lieux montrant les moyens disponibles (les avions, leur instrumentation et leurs filières de traitement des données) et quelques exemples de travaux scientifiques ayant bénéficié de ces outils. La dernière partie de l'article est tournée vers l'avenir. Elle présente une synthèse des travaux prospectifs réalisés par le Conseil scientifique des avions de recherche atmosphérique et de télédétection pour évaluer les besoins futurs de la communauté scientifique et en déduire les qualités et les performances requises pour les futurs avions de recherche et leur instrumentation.",,,,,,,,,,,,,,,,https://doi.org/10.4267/2042/47046,,2107-0830,,,,http://hdl.handle.net/2042/47046,,,,fr,,,,,"Société météorologique de France, Paris (FRA)",,,,,,,,La Météorologie,,,Accès libre avec barrière mobile 2 ans - Licence d'utilisation : http://irevues.inist.fr/utilisation,,,,,,,"La Météorologie [ISSN 0026-1181], 1998, Série 8, N° 22 ; p. 14-44",,,,,,observation météorologique||avion météorologique||océan||météorologie||climatologie planétaire||mesure||atmosphère||surveillance du climat,The French aircraft for atmospheric research and remote sensing: status and prospects,,,Les avions français de recherche atmosphérique et de télédétection : bilan et perspectives,,,,,Article,,
43096,2042/46967,La Météorologie,,,,"Bohren, Craig F.",,,,,,,1998,,,,Craig F. Bohren describes the principles of the atmospheric greenhouse effect. He presents the arguments of the supporters of the analogy and their opponents.,,Craig F. Bohren décrit le mécanisme de l'effet de serre atmosphérique. Il présente notamment les arguments des partisans de l'utilisation de l'analogie avec le fonctionnement d'une serre et ceux de leurs opposants.,,,,,,,,,,,,,,,,https://doi.org/10.4267/2042/47047,,2107-0830,,,,http://hdl.handle.net/2042/47047,,,,fr,,,,,"Société météorologique de France, Paris (FRA)",,,,,,,,La Météorologie,,,Accès libre avec barrière mobile 2 ans - Licence d'utilisation : http://irevues.inist.fr/utilisation,,,,,,,"La Météorologie [ISSN 0026-1181], 1998, Série 8, N° 22 ; p. 45-48",,,,,,climatologie théorique||effet de serre||rayonnement de la terre||rétroaction||réfraction||température,The greenhouse effect,,,L'effet de serre,,,,,Article,,
43097,2042/46967,La Météorologie,,,,"Coiffier, Jean||Juvanon Du Vachat, Regis",,,,,,,1998,,,,"This is a report on the 3rd European Conference on Applications of Meteorology (ECAM), held recently in Lindau (Germany). It summarizes the main presentations and round table discussions.",,"Ce dossier dresse le bilan de la troisième conférence européenne Ecam sur les applications de la météorologie, qui s'est tenue récemment à Lindau (Allemagne). Il contient un résumé des principaux exposés et des tables rondes.",,,,,,,,,,,,,,,,https://doi.org/10.4267/2042/47048,,2107-0830,,,,http://hdl.handle.net/2042/47048,,,,fr,,,,,"Société météorologique de France, Paris (FRA)",,,,,,,,La Météorologie,,,Accès libre avec barrière mobile 2 ans - Licence d'utilisation : http://irevues.inist.fr/utilisation,,,,,,,"La Météorologie [ISSN 0026-1181], 1998, Série 8, N° 22 ; p. 49-63",,,,,,diffusion||prévision||assistance à la protection civile||prévision immédiate||convection||précipitations||imagerie radar||assistance à l'agriculture||assistance à l'industrie||assistance à l'urbanisme||assistance au tourisme||assistance maritime||assistance routière||assistance aéronautique||assistance en cas d'inondation||assistance en cas de cyclône||assistance en cas de tempête||médecine||environnement||climat,"The 3rd European ECAM conference on applications of meteorology; Lindau, Germany, 23-26 September 1997",,,"La IIIe conférence européenne sur les applications de la météorologie ; Lindau, Allemagne, 23-26 septembre 1997",,,,,Article,,
43098,2042/46967,La Météorologie,,,,"Galzi, Jean",,,,,,,1998,,,,,,,,,,,,,,,,,,,,,,https://doi.org/10.4267/2042/47049,,2107-0830,,,,http://hdl.handle.net/2042/47049,,,,fr,,,,,"Société météorologique de France, Paris (FRA)",,,,,,,,La Météorologie,,,Accès libre avec barrière mobile 2 ans - Licence d'utilisation : http://irevues.inist.fr/utilisation,,,,,,,"La Météorologie [ISSN 0026-1181], 1998, Série 8, N° 22 ; p. 64",,,,,,météorologie||diffusion scientifique,,,,"Commentaire sur « Roger Clausse, innovateur et vulgarisateur de talent » de Guy Larivière (La Météorologie 8e série, n° 19, septembre 1997, 61-67)",,,,,Article,,
